"","person_income","person_home_ownership","loan_grade","loan_amnt","loan_status","loan_percent_income","cb_person_default_on_file","emp_cat","ir_cat"
"6478",50000,"MORTGAGE","A",8000,0,0.16,"N","0-15","0-8"
"6479",50000,"MORTGAGE","Other",8000,0,0.16,"N","0-15","13.5+"
"6480",50000,"MORTGAGE","A",2000,0,0.04,"N","0-15","0-8"
"6481",50000,"MORTGAGE","A",3500,0,0.07,"N","0-15","0-8"
"6482",50000,"MORTGAGE","A",2600,0,0.05,"N","0-15","0-8"
"6483",44000,"MORTGAGE","Other",3500,1,0.08,"N","0-15","13.5+"
"6484",44000,"RENT","B",6000,0,0.14,"N","0-15","11-13.5"
"6485",44000,"RENT","C",6000,0,0.14,"Y","0-15","13.5+"
"6486",50000,"MORTGAGE","A",8000,0,0.16,"N","0-15","0-8"
"6487",44000,"RENT","A",6000,0,0.14,"N","0-15","0-8"
"6488",50000,"OTHER","B",12600,0,0.25,"N","0-15","11-13.5"
"6489",50000,"OTHER","B",5000,0,0.1,"N","0-15","11-13.5"
"6490",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"6491",45000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6492",50000,"MORTGAGE","B",7500,0,0.15,"N","0-15","11-13.5"
"6493",50000,"OTHER","B",20000,0,0.4,"N","0-15","11-13.5"
"6494",45000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6495",50000,"MORTGAGE","A",13700,0,0.27,"N","0-15","0-8"
"6496",39000,"RENT","C",6000,1,0.15,"Y","0-15","11-13.5"
"6497",50000,"MORTGAGE","A",15000,0,0.3,"N","0-15","0-8"
"6498",39000,"RENT","Other",6000,1,0.15,"N","0-15","13.5+"
"6499",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"6500",50000,"MORTGAGE","A",12000,0,0.24,"N","0-15","0-8"
"6501",50000,"OTHER","A",9825,0,0.2,"N","0-15","0-8"
"6502",50000,"MORTGAGE","C",10000,0,0.2,"N","0-15","Missing"
"6503",45000,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6504",45000,"RENT","B",6000,0,0.13,"N","0-15","Missing"
"6505",50000,"MORTGAGE","A",17200,0,0.34,"N","0-15","0-8"
"6506",50000,"OTHER","Other",9175,0,0.18,"N","0-15","13.5+"
"6507",39000,"RENT","Other",6000,1,0.15,"Y","0-15","13.5+"
"6508",45000,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6509",45000,"RENT","C",6000,0,0.13,"N","0-15","11-13.5"
"6510",45000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6511",45000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6512",50000,"MORTGAGE","A",12000,0,0.24,"N","0-15","0-8"
"6513",50000,"MORTGAGE","A",7800,0,0.16,"N","0-15","0-8"
"6514",50000,"MORTGAGE","A",5400,0,0.11,"N","0-15","8-11"
"6515",39000,"RENT","C",6000,1,0.15,"Y","0-15","11-13.5"
"6516",45000,"RENT","B",6000,0,0.13,"N","0-15","Missing"
"6517",45000,"RENT","C",6000,0,0.13,"N","0-15","11-13.5"
"6518",45000,"RENT","A",6000,0,0.13,"N","0-15","8-11"
"6519",39396,"RENT","Other",6000,1,0.15,"Y","0-15","13.5+"
"6520",50000,"OTHER","B",3000,0,0.06,"N","0-15","8-11"
"6521",50000,"MORTGAGE","A",7200,0,0.14,"N","0-15","0-8"
"6522",39600,"RENT","B",6000,1,0.15,"N","0-15","11-13.5"
"6523",50000,"MORTGAGE","A",15000,0,0.3,"N","0-15","8-11"
"6524",50000,"OTHER","B",1000,0,0.02,"N","0-15","8-11"
"6525",50000,"MORTGAGE","A",6100,0,0.12,"N","0-15","Missing"
"6526",46000,"RENT","C",6000,0,0.13,"Y","0-15","13.5+"
"6527",50000,"MORTGAGE","Other",22800,0,0.46,"N","0-15","13.5+"
"6528",50000,"MORTGAGE","A",9000,0,0.18,"N","0-15","0-8"
"6529",46151,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6530",46200,"RENT","A",6000,0,0.13,"N","0-15","Missing"
"6531",50000,"MORTGAGE","A",8000,0,0.16,"N","0-15","0-8"
"6532",46443,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6533",50000,"OTHER","C",4200,0,0.08,"Y","0-15","11-13.5"
"6534",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","8-11"
"6535",46500,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6536",40680,"RENT","B",6000,1,0.15,"N","0-15","11-13.5"
"6537",47000,"RENT","A",6000,0,0.13,"N","0-15","8-11"
"6538",50000,"MORTGAGE","A",6400,0,0.13,"N","0-15","8-11"
"6539",47000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6540",47000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6541",47000,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6542",47000,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6543",47000,"RENT","C",6000,0,0.13,"Y","0-15","11-13.5"
"6544",47000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6545",41500,"RENT","Other",6000,1,0.14,"N","0-15","13.5+"
"6546",50000,"OTHER","A",14400,0,0.29,"N","0-15","0-8"
"6547",41628,"RENT","C",6000,1,0.14,"Y","0-15","11-13.5"
"6548",47928,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6549",44000,"MORTGAGE","B",5400,1,0.12,"N","0-15","8-11"
"6550",48000,"RENT","A",6000,0,0.13,"N","0-15","Missing"
"6551",44000,"MORTGAGE","A",10000,1,0.23,"N","0-15","0-8"
"6552",50000,"OTHER","B",2800,0,0.06,"N","0-15","8-11"
"6553",42000,"RENT","C",6000,1,0.14,"N","0-15","11-13.5"
"6554",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","8-11"
"6555",48000,"RENT","C",6000,0,0.13,"Y","0-15","11-13.5"
"6556",48000,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"6557",48000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"6558",50000,"MORTGAGE","Other",11000,0,0.22,"N","0-15","13.5+"
"6559",50000,"MORTGAGE","B",12375,0,0.25,"N","0-15","8-11"
"6560",50000,"MORTGAGE","A",3600,0,0.07,"N","0-15","0-8"
"6561",48000,"RENT","C",6000,0,0.13,"N","0-15","11-13.5"
"6562",50000,"MORTGAGE","B",7200,0,0.14,"N","0-15","Missing"
"6563",44000,"MORTGAGE","Other",6400,1,0.15,"Y","0-15","13.5+"
"6564",44000,"MORTGAGE","A",9800,1,0.22,"N","0-15","0-8"
"6565",42000,"RENT","Other",6000,1,0.14,"Y","0-15","13.5+"
"6566",48000,"RENT","A",6000,0,0.13,"N","0-15","8-11"
"6567",50000,"OTHER","A",7500,0,0.15,"N","0-15","0-8"
"6568",50000,"MORTGAGE","B",10000,0,0.2,"N","0-15","8-11"
"6569",50000,"MORTGAGE","A",9000,0,0.18,"N","0-15","8-11"
"6570",48000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"6571",42000,"RENT","Other",6000,1,0.14,"N","0-15","13.5+"
"6572",50000,"OTHER","A",2050,0,0.04,"N","0-15","0-8"
"6573",42000,"RENT","C",6000,1,0.14,"N","0-15","11-13.5"
"6574",48000,"RENT","C",6000,0,0.13,"Y","0-15","11-13.5"
"6575",48500,"RENT","A",6000,0,0.12,"N","0-15","8-11"
"6576",44000,"MORTGAGE","A",10000,1,0.23,"N","0-15","8-11"
"6577",48996,"RENT","B",6000,0,0.12,"N","0-15","Missing"
"6578",49000,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6579",50000,"OTHER","A",3600,0,0.07,"N","0-15","Missing"
"6580",50000,"MORTGAGE","C",6000,0,0.12,"Y","0-15","13.5+"
"6581",49000,"RENT","C",6000,0,0.12,"Y","0-15","Missing"
"6582",49152,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6583",49200,"RENT","C",6000,0,0.12,"N","0-15","13.5+"
"6584",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","8-11"
"6585",49500,"RENT","Other",6000,0,0.12,"Y","0-15","13.5+"
"6586",50000,"MORTGAGE","A",5375,0,0.11,"N","0-15","0-8"
"6587",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"6588",50000,"RENT","B",6000,0,0.12,"N","0-15","11-13.5"
"6589",50000,"MORTGAGE","B",15000,0,0.3,"N","0-15","8-11"
"6590",50000,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6591",44000,"MORTGAGE","B",5000,1,0.11,"N","Missing","11-13.5"
"6592",50000,"RENT","C",6000,0,0.12,"N","0-15","13.5+"
"6593",50000,"RENT","C",6000,0,0.12,"Y","0-15","11-13.5"
"6594",50000,"RENT","C",6000,0,0.12,"Y","0-15","13.5+"
"6595",50000,"MORTGAGE","A",9600,0,0.19,"N","0-15","0-8"
"6596",50000,"RENT","C",6000,0,0.12,"N","0-15","11-13.5"
"6597",50000,"RENT","C",6000,0,0.12,"Y","0-15","11-13.5"
"6598",50000,"OTHER","B",5000,0,0.1,"N","0-15","11-13.5"
"6599",50000,"RENT","B",6000,0,0.12,"N","0-15","Missing"
"6600",50000,"MORTGAGE","B",3500,0,0.07,"N","0-15","8-11"
"6601",50000,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6602",50000,"OTHER","A",12000,0,0.24,"N","0-15","8-11"
"6603",50000,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6604",50000,"MORTGAGE","B",7000,0,0.14,"N","0-15","8-11"
"6605",50000,"RENT","C",6000,0,0.12,"N","0-15","13.5+"
"6606",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"6607",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"6608",50000,"MORTGAGE","B",15000,0,0.3,"N","0-15","8-11"
"6609",50000,"RENT","B",6000,0,0.12,"N","0-15","11-13.5"
"6610",44000,"MORTGAGE","A",5000,1,0.11,"N","0-15","0-8"
"6611",50000,"MORTGAGE","B",10800,0,0.22,"N","0-15","8-11"
"6612",50000,"OTHER","A",4800,0,0.1,"N","0-15","0-8"
"6613",50000,"RENT","B",6000,0,0.12,"N","0-15","11-13.5"
"6614",50000,"MORTGAGE","A",7000,0,0.14,"N","0-15","0-8"
"6615",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"6616",50000,"MORTGAGE","A",6400,0,0.13,"N","0-15","0-8"
"6617",44000,"MORTGAGE","B",11500,1,0.26,"N","0-15","8-11"
"6618",50508,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6619",50000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"6620",50000,"MORTGAGE","A",6000,0,0.12,"N","0-15","0-8"
"6621",50650,"RENT","B",6000,0,0.12,"N","0-15","11-13.5"
"6622",50000,"MORTGAGE","A",3000,0,0.06,"N","0-15","0-8"
"6623",50740,"RENT","A",6000,0,0.12,"N","0-15","8-11"
"6624",45000,"RENT","Other",6000,1,0.13,"N","0-15","13.5+"
"6625",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"6626",51356,"RENT","A",6000,0,0.12,"N","0-15","0-8"
"6627",51500,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"6628",51541,"RENT","B",6000,0,0.12,"N","0-15","11-13.5"
"6629",45928,"RENT","A",6000,1,0.13,"N","0-15","0-8"
"6630",52000,"RENT","C",6000,0,0.12,"N","0-15","13.5+"
"6631",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","8-11"
"6632",52000,"RENT","C",6000,0,0.12,"Y","0-15","11-13.5"
"6633",52000,"RENT","Other",6000,0,0.12,"Y","0-15","13.5+"
"6634",52000,"RENT","Other",6000,0,0.12,"N","0-15","13.5+"
"6635",52800,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6636",50000,"OTHER","A",6400,0,0.13,"N","0-15","0-8"
"6637",53000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6638",50000,"OTHER","A",5000,0,0.1,"N","0-15","0-8"
"6639",53000,"RENT","B",6000,0,0.11,"N","0-15","11-13.5"
"6640",50000,"MORTGAGE","A",6000,0,0.12,"N","0-15","0-8"
"6641",53819,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6642",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","Missing"
"6643",50000,"MORTGAGE","A",6800,0,0.14,"N","0-15","0-8"
"6644",50000,"MORTGAGE","B",6000,0,0.12,"N","0-15","11-13.5"
"6645",54000,"RENT","C",6000,0,0.11,"N","0-15","11-13.5"
"6646",54000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6647",48000,"RENT","Other",6000,1,0.13,"N","0-15","13.5+"
"6648",50000,"MORTGAGE","B",6000,0,0.12,"N","0-15","Missing"
"6649",54000,"RENT","A",6000,0,0.11,"N","0-15","8-11"
"6650",54000,"RENT","C",6000,0,0.11,"Y","0-15","11-13.5"
"6651",54516,"RENT","B",6000,0,0.11,"N","Missing","8-11"
"6652",50000,"MORTGAGE","B",8800,0,0.18,"N","0-15","11-13.5"
"6653",50000,"MORTGAGE","A",12000,0,0.24,"N","0-15","0-8"
"6654",50000,"MORTGAGE","C",4000,0,0.08,"Y","0-15","11-13.5"
"6655",48700,"RENT","Other",6000,1,0.12,"N","0-15","13.5+"
"6656",54996,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6657",50000,"MORTGAGE","B",15000,0,0.3,"N","0-15","8-11"
"6658",50000,"MORTGAGE","A",12000,0,0.24,"N","0-15","Missing"
"6659",55000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6660",55000,"RENT","C",6000,0,0.11,"Y","0-15","13.5+"
"6661",50000,"MORTGAGE","B",14400,0,0.29,"N","0-15","8-11"
"6662",55000,"RENT","A",6000,0,0.11,"N","0-15","8-11"
"6663",55000,"RENT","B",6000,0,0.11,"N","0-15","Missing"
"6664",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6665",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6666",50000,"MORTGAGE","A",7000,0,0.14,"N","0-15","0-8"
"6667",55000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6668",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6669",49000,"RENT","Other",6000,1,0.12,"N","0-15","13.5+"
"6670",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6671",55000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6672",50000,"MORTGAGE","B",5150,0,0.1,"N","0-15","8-11"
"6673",50000,"MORTGAGE","A",12000,0,0.24,"N","0-15","0-8"
"6674",49000,"RENT","Other",6000,1,0.12,"Y","0-15","13.5+"
"6675",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6676",55000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6677",55000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6678",50000,"MORTGAGE","B",7000,0,0.14,"N","0-15","8-11"
"6679",49200,"RENT","Other",6000,1,0.12,"Y","0-15","13.5+"
"6680",50000,"MORTGAGE","B",12000,0,0.24,"N","0-15","Missing"
"6681",55600,"RENT","A",6000,0,0.11,"N","0-15","Missing"
"6682",56000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6683",50000,"MORTGAGE","C",6600,0,0.13,"Y","0-15","11-13.5"
"6684",50000,"MORTGAGE","A",6000,0,0.12,"N","0-15","0-8"
"6685",56000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"6686",50000,"MORTGAGE","A",5000,0,0.1,"N","0-15","0-8"
"6687",44000,"MORTGAGE","A",22500,1,0.51,"N","0-15","Missing"
"6688",50000,"MORTGAGE","A",12800,0,0.26,"N","0-15","0-8"
"6689",50000,"RENT","B",6000,1,0.12,"N","0-15","11-13.5"
"6690",57000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6691",57000,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"6692",58000,"RENT","A",6000,0,0.1,"N","0-15","0-8"
"6693",58000,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6694",50000,"MORTGAGE","A",15000,0,0.3,"N","0-15","0-8"
"6695",50000,"MORTGAGE","Other",15250,0,0.3,"N","0-15","13.5+"
"6696",50000,"OTHER","Other",10400,0,0.21,"Y","0-15","Missing"
"6697",58000,"RENT","C",6000,0,0.1,"Y","0-15","11-13.5"
"6698",50000,"OTHER","A",10000,0,0.2,"N","0-15","Missing"
"6699",52800,"RENT","C",6000,1,0.11,"N","0-15","11-13.5"
"6700",50000,"MORTGAGE","B",10000,0,0.2,"N","0-15","8-11"
"6701",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","11-13.5"
"6702",59366,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6703",59400,"RENT","A",6000,0,0.1,"N","0-15","0-8"
"6704",50000,"MORTGAGE","Other",25000,0,0.5,"Y","0-15","13.5+"
"6705",59785,"RENT","A",6000,0,0.1,"N","0-15","8-11"
"6706",60000,"RENT","A",6000,0,0.1,"N","0-15","Missing"
"6707",50000,"MORTGAGE","A",12800,0,0.26,"N","0-15","0-8"
"6708",50000,"MORTGAGE","C",2500,0,0.05,"N","0-15","13.5+"
"6709",60000,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6710",50000,"OTHER","B",5600,0,0.11,"N","0-15","11-13.5"
"6711",60000,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6712",54000,"RENT","Other",6000,1,0.11,"Y","0-15","13.5+"
"6713",50000,"MORTGAGE","A",4000,0,0.08,"N","0-15","Missing"
"6714",54000,"RENT","B",6000,1,0.11,"N","0-15","8-11"
"6715",60000,"RENT","A",6000,0,0.1,"N","0-15","Missing"
"6716",60000,"RENT","Other",6000,0,0.1,"Y","0-15","13.5+"
"6717",54000,"RENT","Other",6000,1,0.11,"Y","0-15","13.5+"
"6718",50000,"OTHER","B",1800,0,0.04,"N","0-15","11-13.5"
"6719",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"6720",50000,"MORTGAGE","A",9000,0,0.18,"N","0-15","0-8"
"6721",50000,"MORTGAGE","C",4800,0,0.1,"Y","0-15","13.5+"
"6722",60000,"RENT","A",6000,0,0.1,"N","0-15","0-8"
"6723",50000,"MORTGAGE","A",4000,0,0.08,"N","0-15","Missing"
"6724",50000,"OTHER","B",1500,0,0.03,"N","0-15","11-13.5"
"6725",50000,"MORTGAGE","C",8000,0,0.16,"N","0-15","13.5+"
"6726",54000,"RENT","Other",6000,1,0.11,"N","0-15","13.5+"
"6727",60000,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6728",50000,"MORTGAGE","A",5000,0,0.1,"N","0-15","0-8"
"6729",60495,"RENT","A",6000,0,0.1,"N","0-15","Missing"
"6730",50000,"OTHER","A",3250,0,0.07,"N","0-15","0-8"
"6731",61000,"RENT","A",6000,0,0.1,"N","0-15","Missing"
"6732",44000,"MORTGAGE","A",8500,1,0.19,"N","0-15","0-8"
"6733",61104,"RENT","B",6000,0,0.1,"N","0-15","Missing"
"6734",50000,"MORTGAGE","B",4000,0,0.08,"N","0-15","11-13.5"
"6735",50000,"OTHER","C",12000,0,0.24,"N","0-15","13.5+"
"6736",62000,"RENT","B",6000,0,0.1,"N","0-15","8-11"
"6737",62000,"RENT","A",6000,0,0.1,"N","0-15","Missing"
"6738",24000,"RENT","B",7125,0,0.3,"N","0-15","8-11"
"6739",50000,"MORTGAGE","B",15000,0,0.3,"N","0-15","8-11"
"6740",25279,"RENT","Other",7125,0,0.28,"Y","0-15","13.5+"
"6741",26124,"RENT","A",7125,0,0.27,"N","0-15","0-8"
"6742",28000,"RENT","B",7125,0,0.25,"N","0-15","Missing"
"6743",70000,"RENT","A",7125,0,0.1,"N","0-15","0-8"
"6744",50000,"MORTGAGE","B",10000,0,0.2,"N","0-15","8-11"
"6745",15000,"RENT","B",7100,1,0.47,"N","0-15","8-11"
"6746",25000,"RENT","A",7100,0,0.28,"N","0-15","0-8"
"6747",50000,"MORTGAGE","B",5000,0,0.1,"N","0-15","11-13.5"
"6748",33000,"RENT","C",7100,1,0.22,"Y","0-15","13.5+"
"6749",50000,"MORTGAGE","B",20000,0,0.4,"N","0-15","8-11"
"6750",44400,"RENT","A",7100,1,0.16,"N","0-15","0-8"
"6751",95000,"RENT","A",7100,0,0.07,"N","0-15","0-8"
"6752",96000,"RENT","A",7075,0,0.07,"N","0-15","0-8"
"6753",50000,"MORTGAGE","A",2500,0,0.05,"N","0-15","0-8"
"6754",30500,"RENT","A",7025,1,0.23,"N","0-15","0-8"
"6755",10000,"RENT","B",7000,1,0.7,"N","0-15","11-13.5"
"6756",50000,"MORTGAGE","A",18000,0,0.36,"N","0-15","0-8"
"6757",50000,"OTHER","C",6000,0,0.12,"N","0-15","13.5+"
"6758",15090,"RENT","A",7000,1,0.46,"N","0-15","8-11"
"6759",15600,"RENT","A",7000,1,0.45,"N","Missing","0-8"
"6760",17000,"RENT","B",7000,1,0.41,"N","Missing","8-11"
"6761",18000,"RENT","B",7000,1,0.39,"N","0-15","8-11"
"6762",50000,"MORTGAGE","A",6000,0,0.12,"N","0-15","0-8"
"6763",18000,"RENT","A",7000,1,0.39,"N","0-15","0-8"
"6764",18000,"RENT","B",7000,1,0.39,"N","0-15","11-13.5"
"6765",50000,"MORTGAGE","A",6250,0,0.13,"N","0-15","0-8"
"6766",18500,"RENT","A",7000,1,0.38,"N","Missing","0-8"
"6767",19200,"RENT","C",7000,1,0.36,"N","0-15","13.5+"
"6768",19200,"RENT","Other",7000,1,0.36,"Y","0-15","13.5+"
"6769",50000,"OTHER","B",21000,0,0.42,"N","Missing","8-11"
"6770",21600,"RENT","A",7000,1,0.32,"N","0-15","0-8"
"6771",21600,"RENT","C",7000,1,0.32,"Y","0-15","13.5+"
"6772",22480,"RENT","A",7000,1,0.31,"N","0-15","0-8"
"6773",22500,"RENT","B",7000,1,0.31,"N","0-15","8-11"
"6774",22680,"RENT","B",7000,1,0.31,"N","0-15","8-11"
"6775",22776,"RENT","B",7000,1,0.31,"N","Missing","8-11"
"6776",22880,"RENT","C",7000,1,0.31,"N","0-15","Missing"
"6777",50000,"MORTGAGE","C",7000,0,0.14,"Y","0-15","11-13.5"
"6778",22884,"RENT","A",7000,1,0.31,"N","0-15","0-8"
"6779",44000,"MORTGAGE","Other",2000,1,0.05,"Y","0-15","13.5+"
"6780",50000,"MORTGAGE","B",9000,0,0.18,"N","0-15","11-13.5"
"6781",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"6782",23000,"RENT","Other",7000,1,0.3,"Y","0-15","11-13.5"
"6783",50000,"MORTGAGE","B",2500,0,0.05,"N","0-15","11-13.5"
"6784",50000,"MORTGAGE","A",9000,0,0.18,"N","0-15","Missing"
"6785",23460,"RENT","B",7000,0,0.3,"N","0-15","Missing"
"6786",24000,"RENT","B",7000,0,0.29,"N","0-15","11-13.5"
"6787",24000,"RENT","C",7000,0,0.29,"N","0-15","11-13.5"
"6788",24000,"RENT","Other",7000,1,0.29,"N","0-15","13.5+"
"6789",50000,"MORTGAGE","B",2000,0,0.04,"N","0-15","11-13.5"
"6790",50000,"OTHER","A",5000,0,0.1,"N","0-15","8-11"
"6791",50000,"OTHER","A",6000,0,0.12,"N","0-15","8-11"
"6792",50000,"MORTGAGE","A",5000,0,0.1,"N","0-15","0-8"
"6793",44000,"MORTGAGE","Other",15000,1,0.34,"N","0-15","13.5+"
"6794",24000,"RENT","Other",7000,1,0.29,"Y","0-15","13.5+"
"6795",24996,"RENT","B",7000,0,0.28,"N","0-15","11-13.5"
"6796",25000,"RENT","B",7000,0,0.28,"N","0-15","11-13.5"
"6797",50000,"MORTGAGE","C",10500,0,0.21,"Y","0-15","13.5+"
"6798",63000,"RENT","B",6000,0,0.1,"N","0-15","11-13.5"
"6799",63000,"RENT","C",6000,0,0.1,"N","0-15","11-13.5"
"6800",63402,"RENT","C",6000,0,0.09,"N","0-15","11-13.5"
"6801",57500,"RENT","C",6000,1,0.1,"N","0-15","11-13.5"
"6802",58668,"RENT","Other",6000,1,0.1,"Y","0-15","13.5+"
"6803",65000,"RENT","C",6000,0,0.09,"N","0-15","13.5+"
"6804",65000,"RENT","B",6000,0,0.09,"N","0-15","11-13.5"
"6805",65000,"RENT","Other",6000,0,0.09,"Y","0-15","13.5+"
"6806",59000,"RENT","C",6000,1,0.1,"N","0-15","13.5+"
"6807",44000,"MORTGAGE","B",15000,1,0.34,"N","0-15","11-13.5"
"6808",50000,"MORTGAGE","B",12000,0,0.24,"N","0-15","Missing"
"6809",50000,"MORTGAGE","A",11000,0,0.22,"N","0-15","8-11"
"6810",65000,"RENT","C",6000,0,0.09,"Y","0-15","11-13.5"
"6811",65000,"RENT","A",6000,0,0.09,"N","0-15","Missing"
"6812",59000,"RENT","Other",6000,1,0.1,"N","0-15","13.5+"
"6813",65000,"RENT","A",6000,0,0.09,"N","0-15","8-11"
"6814",65004,"RENT","C",6000,0,0.09,"N","0-15","11-13.5"
"6815",65004,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6816",50000,"MORTGAGE","B",20000,0,0.4,"N","0-15","11-13.5"
"6817",65100,"RENT","Other",6000,0,0.09,"N","0-15","13.5+"
"6818",66000,"RENT","B",6000,0,0.09,"N","0-15","8-11"
"6819",44000,"MORTGAGE","Other",5550,1,0.13,"Y","0-15","13.5+"
"6820",66400,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6821",67644,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6822",50000,"MORTGAGE","C",3000,0,0.06,"N","0-15","11-13.5"
"6823",62065,"RENT","B",6000,1,0.1,"N","0-15","11-13.5"
"6824",44000,"MORTGAGE","Other",12000,1,0.27,"Y","0-15","13.5+"
"6825",68250,"RENT","Other",6000,0,0.09,"Y","0-15","13.5+"
"6826",50000,"MORTGAGE","A",12500,0,0.25,"N","0-15","8-11"
"6827",68496,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6828",69000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6829",44000,"MORTGAGE","Other",16000,1,0.36,"Y","0-15","13.5+"
"6830",69000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6831",63400,"RENT","Other",6000,1,0.09,"Y","0-15","13.5+"
"6832",69500,"RENT","B",6000,0,0.09,"N","0-15","8-11"
"6833",50000,"MORTGAGE","Other",9800,0,0.2,"Y","0-15","13.5+"
"6834",69528,"RENT","C",6000,0,0.09,"Y","0-15","11-13.5"
"6835",69780,"RENT","A",6000,0,0.09,"N","0-15","8-11"
"6836",69996,"RENT","C",6000,0,0.09,"N","0-15","11-13.5"
"6837",70000,"RENT","A",6000,0,0.09,"N","0-15","8-11"
"6838",44000,"MORTGAGE","Other",15000,1,0.34,"N","0-15","13.5+"
"6839",70000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6840",50000,"MORTGAGE","A",6500,0,0.13,"N","0-15","Missing"
"6841",50000,"MORTGAGE","A",6400,0,0.13,"N","0-15","0-8"
"6842",50000,"MORTGAGE","Other",15000,0,0.3,"N","0-15","13.5+"
"6843",70000,"RENT","B",6000,0,0.09,"N","0-15","8-11"
"6844",70000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"6845",50000,"MORTGAGE","A",6000,0,0.12,"N","0-15","8-11"
"6846",50000,"MORTGAGE","C",11400,0,0.23,"N","0-15","11-13.5"
"6847",70000,"RENT","B",6000,0,0.09,"N","0-15","11-13.5"
"6848",70000,"RENT","B",6000,0,0.09,"N","0-15","11-13.5"
"6849",50000,"MORTGAGE","B",4000,0,0.08,"N","0-15","8-11"
